dataset_name,variable_name,label,concept,predicateType
cps/basic/mar,AXLKFTPT,Labor Force-full-time/part-time (allocation flag),,int
cps/basic/mar,AXSEX,Demographic-sex (allocation flag),,int
cps/basic/mar,H_NUMFAM,Household-number of families,,int
cps/basic/mar,A_ENRCHK,School Enrollment-interviewer check item,,int
cps/basic/mar,A_AVAIL,Labor Force-available job,,int
cps/basic/mar,A_NAGPWS,Labor Force-non-agricultural private wage & salary workers,,int
cps/basic/mar,H_PRSCNT,Household-number of contacts,,int
cps/basic/mar,H_NUMPER,Household-number of persons,,int
cps/basic/mar,A_EMPHRS,"Labor Force-reasons, hours",,int
cps/basic/mar,HXARACE,Household-race (allocation flag),,int
cps/basic/mar,AXUNCOV,Earnings-union/employee assoc. contract (allocation flag),,int
cps/basic/mar,A_NLFROT,Labor Force-interviewer check item,,int
cps/basic/mar,H_AREASN,Household-reason,,int
cps/basic/mar,A_DTCLWK,Indus.&Occ.-detailed class of worker,,int
cps/basic/mar,H_INDVCC,Geography-individual central city identifier,,int
cps/basic/mar,A_FAMTYP,Demographic-family type,,int
cps/basic/mar,H_OCCINT,Household-unit occupancy,,int
cps/basic/mar,HXFAMINC,Household-family income (allocation flag),,int
cps/basic/mar,H_HHWGT,Household-household weight,,int
cps/basic/mar,A_WERNTF,Earnings-weekly earnings top code flag,,int
cps/basic/mar,A_WKSLK,"Labor Force-# weeks looking for work, laid off",,int
cps/basic/mar,AXWANTJB,Labor Force-want regular job (allocation flag),,int
cps/basic/mar,A_FNLWGT,Weight-adults final weight,,int
cps/basic/mar,A_WERNTP,Earnings-weekly earnings top code,,int
cps/basic/mar,A_USLHRS,Earnings-hrs/week worked,,int
cps/basic/mar,AXOVRTIM,Labor Force-overtime worked (allocation flag),,int
cps/basic/mar,AXWHYABS,Labor Force-reason for absence (allocation flag),,int
cps/basic/mar,A_VET,Demographic-veteran status,,int
cps/basic/mar,A_NLFLJ,Labor Force-work for pay,,int
cps/basic/mar,A_FMEWGT,Weight-family earnings weight,,int
cps/basic/mar,H_TELHHD,Household-telephone in household,,int
cps/basic/mar,A_PTREA,Labor Force-reasons,,int
cps/basic/mar,H_ARACE,Household-Race for Type A noninterviews,,int
cps/basic/mar,H_TELCNT,Household-number of contacts,,int
cps/basic/mar,A_IOELIG,Indus.&Occ.-I&O eligibility,,int
cps/basic/mar,AXHRS,Labor Force-total hours worked (allocation flag),,int
cps/basic/mar,A_PAYABS,Labor Force-paid absences,,int
cps/basic/mar,H_HHNUM,Household-household number,,int
cps/basic/mar,A_WHYABS,Labor Force-reason for absence,,int
cps/basic/mar,A_RCOW,Labor Force-class of worker recode,,int
cps/basic/mar,A_WHYNL8,Labor Force-school/training,,int
cps/basic/mar,A_WHYNL9,Labor Force-ill health,,int
cps/basic/mar,A_WHYNLB,Labor Force-don't know,,int
cps/basic/mar,AXGRSWK,Earnings-weekly earnings (allocation flag),,int
cps/basic/mar,A_WHYNLA,Labor Force-other,,int
cps/basic/mar,A_MJIND,Ind.&Occ.-major industry code,,int
cps/basic/mar,A_WHYNL2,Labor Force-couldn't find work,,int
cps/basic/mar,A_WHYNL3,Labor Force-lacks schooling,,int
cps/basic/mar,A_WHYNL1,Labor Force-no work available,,int
cps/basic/mar,A_WHYNL6,Labor Force-child care,,int
cps/basic/mar,A_WHYNL7,Labor Force-family responsibilities,,int
cps/basic/mar,A_WHYNL4,Labor Force-age,,int
cps/basic/mar,A_WHYNL5,Labor Force-personal handicap,,int
cps/basic/mar,A_MAJACT,Labor Force-activities last week,,int
cps/basic/mar,A_HERNTF,Earnings-hourly earnings top code flag,,int
cps/basic/mar,H_MSTIND,Household-master segment tape index,,int
cps/basic/mar,HXPRSCNT,Household-number of contacts (allocation flag),,int
cps/basic/mar,AXWHYLFT,Labor Force-reason for leaving (allocation flag),,int
cps/basic/mar,AXANYWK,Labor Force-work (allocation flag),,int
cps/basic/mar,AXUSLFT,Labor Force-hours usually worked/week (allocation flag),,int
cps/basic/mar,AXENRCHK,School Enrollment-interviewer check (allocation flag),,int
cps/basic/mar,AXIND,Indus.&Occ.-industry (allocation flag),,int
cps/basic/mar,H_YEAR,"Household-year of survey, last digit",,int
cps/basic/mar,A_SPOUSE,Demographic-line number,,int
cps/basic/mar,A_LKWK,Labor Force-looking for work,,int
cps/basic/mar,A_DSCWK,Labor Force-discouraged worker flag,,int
cps/basic/mar,A_UNMEM,Earnings-labor union membership or similar association,,int
cps/basic/mar,A_HERNTP,Earnings-hourly earnings top code,,int
cps/basic/mar,A_PTHRS,Labor Force-part-time hours,,int
cps/basic/mar,A_FERNTF,Earnings-family earnings top code flag,,int
cps/basic/mar,A_NAGWS,Indus.&Occ.-non-agricultural wage and salary workers,,int
cps/basic/mar,H_HHTYPE,Household-type of household,,int
cps/basic/mar,H_LIVQRT,Household-living quarters,,int
cps/basic/mar,A_PARENT,Demographic-line number,,int
cps/basic/mar,A_FERNTP,Earnings-family earnings top coded,,int
cps/basic/mar,HXTELHHD,Household-telephone in household (allocation flag),,int
cps/basic/mar,AXLOSTIM,"Labor Force-lost time, time off from work (allocation flag)",,int
cps/basic/mar,H_TELINT,Household-telephone interview acceptable,,int
cps/basic/mar,HXTELCNT,Household-number of contacts (allocation flag),,int
cps/basic/mar,H_RESPNM,Household-line no. hhld resp.,,int
cps/basic/mar,AXRRP,Demographic-relationship to ref person (allocation flag),,int
cps/basic/mar,HG_REG,Geography-region,,int
cps/basic/mar,A_PFHHAG,Demographic-age,,int
cps/basic/mar,A_DTIND,Indus.&Occ.-detailed industry code,,int
cps/basic/mar,A_HRLYWK,Earnings-hourly wage,,int
cps/basic/mar,A_VETWGT,Weight-veteran's weight,,int
cps/basic/mar,A_UNCOV,Earnings-union/employee association contract covering,,int
cps/basic/mar,AXUNMEM,Earnings-labor union membership (allocation flag),,int
cps/basic/mar,A_FTABS,Labor Force-hours worked/week,,int
cps/basic/mar,A_FAMWGT,Weight-family weight,,int
cps/basic/mar,AXINTEND,Labor Force-intend to look for work (allocation flag),,int
cps/basic/mar,HXSTATUS,"Household-status change, replacement (allocation flag)",,int
cps/basic/mar,H_INTRV1,Household-interviewer code,,int
cps/basic/mar,H_INTRV2,Household-interviewer code,,int
cps/basic/mar,A_WHENLJ,Labor Force-last work full-time job lasting 2+ weeks,,int
cps/basic/mar,H_INTRV3,Household-interviewer code,,int
cps/basic/mar,AXFTREAS,Labor Force-hours usually worked/week (allocation flag),,int
cps/basic/mar,H_MIS,Household-month in sample,,int
cps/basic/mar,A_NLFREA,Labor Force-current activity/reason,,int
cps/basic/mar,A_HGA,"Demographic-highest dgree, grade completed",,int
cps/basic/mar,A_HGC,Grade Completed?,,int
cps/basic/mar,H_TYPERP,Household-type of reference person,,int
cps/basic/mar,AXFTPT,School Enrollment-f/t or p/t student (allocation flag),,int
cps/basic/mar,HXSEASON,Household-seasonal status (allocation flag),,int
cps/basic/mar,H_TYPEBC,Household-type B/C,,int
cps/basic/mar,H_FARM,Household-farm/nonfarm,,int
cps/basic/mar,AXLFSR,Labor Force-labor force status recode (allocation flag),,int
cps/basic/may,for,Census API FIPS 'for' clause,Census API Geography Specification,fips-for
cps/basic/may,in,Census API FIPS 'in' clause,Census API Geography Specification,fips-in
cps/basic/may,ucgid,Uniform Census Geography Identifier clause,Census API Geography Specification,ucgid
cps/basic/may,HG_FIPS,Geography-FIPS state code,,Unknown
cps/basic/may,AXWHYNL,Labor Force-reasons not looking for work (allocation flag),,int
cps/basic/may,A_UNTYPE,Labor Force-reason,,int
cps/basic/may,H_TENURE,Household-tenure,,int
cps/basic/may,AXWHYNA,Labor Force-why not (allocation flag),,int
cps/basic/may,A_ENRLW,School Enrollment-enrolled/attending an inst. of educ.,,int
cps/basic/may,HXLIVQRT,Household-living quarters (allocation flag),,int
cps/basic/may,A_PFFTPT,Labor Force-full-time/part-time status,,int
cps/basic/may,AXMAJACT,Labor Force-activities last week (allocation flag),,int
cps/basic/may,A_AGE,Demographic-age,,int
cps/basic/may,AXHSCOL,School Enrollment-institution (allocation flag),,int
cps/basic/may,AXPARENT,Demographic-parent's line number (allocation flag),,int
cps/basic/may,AXHGC,Allocation Flag for A_HGC,,int
cps/basic/may,A_OCC,Indus.&Occ.-(main job)occupation code,,int
cps/basic/may,A_FAMNUM,Demographic-family number,,int
cps/basic/may,A_CLSWKR,Indus.&Occ.-class of worker,,int
cps/basic/may,AXHGA,"Demographic-highest deg., grade completed (allocation flag)",,int
cps/basic/may,A_HRSCHK,Labor Force-interviewer check,,int
cps/basic/may,A_CHKWJ,Indus.&Occ.-interviewer check item,,int
cps/basic/may,HG_CMSA,Geography-CMSA code,,int
cps/basic/may,A_EXPLF,Labor Force-employment status,,int
cps/basic/may,A_FTLF,Labor Force-f/t labor force,,int
cps/basic/may,A_HRS1,Labor Force-total hours worked,,int
cps/basic/may,AXUSLHRS,Earnings-hours/week worked (allocation flag),,int
cps/basic/may,A_RACE,Demographic-race,,int
cps/basic/may,A_MJOCC,Indus.&Occ.-major occupation code,,int
cps/basic/may,A_OVRTIM,Labor Force-overtime worked,,int
cps/basic/may,AXFTABS,Labor Force-hours worked/week (allocation flag),,int
cps/basic/may,AXPAYABS,Labor Force-paid absences (allocation flag),,int
cps/basic/may,H_ID,Household-unique household identifier,,string
cps/basic/may,AXCLSWKR,Indus.&Occ.-class of worker (allocation flag),,int
cps/basic/may,HXTELAVL,Household-telephone available (allocation flag),,int
cps/basic/may,AXVET,Demographic-veteran status (allocation flag),,int
cps/basic/may,HXHHNUM,Household-household number (allocation flag),,int
cps/basic/may,A_USLFT,Labor Force-hours usually worked/week,,int
cps/basic/may,A_WKSCH,Labor Force-time worked/lost,,int
cps/basic/may,A_HSCOL,School Enrollment-institution,,int
cps/basic/may,A_PFREL,Demographic-primary family relationship,,int
cps/basic/may,AXRACE,Demographic-race (allocation flag),,int
cps/basic/may,A_ANYWK,Labor Force-work,,int
cps/basic/may,A_EMP,Labor Force-employed persons,,int
cps/basic/may,H_TIMINT,Household-time of interview,,int
cps/basic/may,AXWKSLK,Labor Force-number of weeks laid off (allocation flag),,int
cps/basic/may,H_TYPINT,Household-type interview,,int
cps/basic/may,AXMTHD,Labor Force-attempts to look for work (allocation flag),,int
cps/basic/may,A_LKFTPT,Labor Force-full-time/part-time,,int
cps/basic/may,AXJOBABS,Labor Force-absence from job (allocation flag),,int
cps/basic/may,AXHRSCHK,Labor Force-interviewer check (allocation flag),,int
cps/basic/may,AXLINENO,Demographic-line number (allocation flag),,int
cps/basic/may,H_METSTA,Geography-metropolitan/non-metropolitan,,int
cps/basic/may,HXOCCINT,Household-unit occupancy (allocation flag),,int
cps/basic/may,A_SEX,Demographic-sex,,int
cps/basic/may,A_PFNOCD,Demographic-# of children < 18,,int
cps/basic/may,H_DAYCMP,Household-day interview complete,,int
cps/basic/may,HG_MSSZ,Geography-MSA size,,int
cps/basic/may,H_FAMINC,Household-family income,,int
cps/basic/may,AXHRSPAY,Earnings-hourly earnings (allocation flag),,int
cps/basic/may,A_PFSIZE,Demographic-size,,int
cps/basic/may,H_MONTH,Household-month of survey,,int
cps/basic/may,A_DTOCC,Indus.&Occ.-detailed occupation code,,int
cps/basic/may,HXTIMINT,Household-time of interview (allocation flag),,int
cps/basic/may,A_WHYNA,Labor Force-why not,,int
cps/basic/may,AXAVAIL,Labor Force-available job (allocation flag),,int
cps/basic/may,A_AG_NA,"Indus.&Occ.-agriculture, non-agriculture",,int
cps/basic/may,AXLKWK,Labor Force-looking for work (allocation flag),,int
cps/basic/may,AXENRLW,School Enrollment-enrolled/attend a school(allocation flag),,int
cps/basic/may,A_ERNEL,Earnings-eligibility,,int
cps/basic/may,H_CPSCHK,Household-interviewer check item,,int
cps/basic/may,A_PFPRCD,Demographic-children < 18 in primary family,,int
cps/basic/may,H_TELAVL,Household-telephone available,,int
cps/basic/may,A_WKSTAT,Labor Force-full/part-time status,,int
cps/basic/may,HXAREASN,Household-reason (allocation flag),,int
cps/basic/may,A_MTHD6,Labor Force-nothing,,int
cps/basic/may,A_MTHD5,"Labor Force-placed, answered ADS",,int
cps/basic/may,A_LFESF,"Labor Force-labor force, earner status (female)",,int
cps/basic/may,A_FAMREL,Demographic-family relationship,,int
cps/basic/may,A_PFNOEM,Labor Force-number of employed,,int
cps/basic/may,A_MTHD7,Labor Force-other,,int
cps/basic/may,A_MTHD2,Labor Force-private emp. agency,,int
cps/basic/may,HXTELINT,Household-telephone interview acceptable (allocation flag),,int
cps/basic/may,A_MTHD1,Labor Force-public employment agency,,int
cps/basic/may,A_LFESM,"Labor Force-labor force, earner status (male)",,int
cps/basic/may,A_MTHD4,Labor Force-friends/relatives,,int
cps/basic/may,HXRESPNM,Household-line no. hhld resp. (allocation flag),,int
cps/basic/may,A_MTHD3,Labor Force-employer,,int
cps/basic/may,A_CIVLF,Labor Force-civilian labor force,,int
cps/basic/may,A_ABSREA,"Labor Force-reasons for absence, pay status",,int
cps/basic/may,A_LOSTIM,"Labor Force-lost time, time off from work",,int
cps/basic/may,A_WANTJB,Labor Force-want regular job,,int
cps/basic/may,A_RECTYP,Demographic-record type,,int
cps/basic/may,A_EARNRT,Earnings-interviewer check item,,int
cps/basic/may,HG_MSAC,Geography-FIPS code,,int
cps/basic/may,HXTYPEBC,Household-type b/c (allocation flag),,int
cps/basic/may,HG_MSAR,Geography-rank,,int
cps/basic/may,A_PFNOUN,Labor Force-number of unemployed,,int
cps/basic/may,A_RRP,Demographic-relationship to reference person,,int
cps/basic/may,A_WHYLK,Labor Force-reasons why looking for work,,int
cps/basic/may,A_FTPT,School Enrollment-f/t or p/t student,,int
cps/basic/may,AXORIGIN,Demographic-origin (allocation flag),,int
cps/basic/may,A_PFWS,Labor Force-wage and salary,,int
cps/basic/may,AXWHYLK,Labor Force-reasons why looking for work (allocation flag),,int
cps/basic/may,A_LFSR,Labor Force-labor force status recode,,int
cps/basic/may,HG_MSAS,Geography-MSA status,,int
cps/basic/may,AXNLFLJ,Labor Force-work for pay (allocation flag),,int
cps/basic/may,A_FTREAS,Labor Force-hours usually worked/week,,int
cps/basic/may,AXOCC,Indus.&Occ.-occupation (allocation flag),,int
cps/basic/may,A_EXPRRP,Demographic-expanded relationship code,,int
cps/basic/may,A_INTEND,Labor Force-intend to look for work,,int
cps/basic/may,H_SEASON,Household-seasonal status,,int
cps/basic/may,H_STATUS,Household-status change,,int
cps/basic/may,H_TYPE,Household-household type,,int
cps/basic/may,AXWHENLJ,Labor Force-last work f/t job 2+ weeks (allocation flag),,int
cps/basic/may,AXSPOUSE,Demographic-spouse's line number (allocation flag),,int
cps/basic/may,AXAGE,Demographic-age (allocation flag),,int
cps/basic/may,AXHRLYWK,Earnings-hourly wage (allocation flag),,int
cps/basic/may,HXTENURE,Household-tenure (allocation flag),,int
cps/basic/may,A_MARITL,Demographic-marital status,,int
cps/basic/may,A_PFNOER,Earnings-number of earners,,int
cps/basic/may,A_REORGN,Demographic-origin,,int
cps/basic/may,A_IND,Indus.&Occ.-(main job)industry code,,int
cps/basic/may,HG_PMSA,Geography-PMSA rank,,int
cps/basic/may,A_WHYLFT,Labor Force-reason for leaving,,int
cps/basic/may,A_ERNLWT,Weight-earnings/not in labor force weight,,int
cps/basic/may,HXDAYCMP,Household-day interview complete (allocation flag),,int
cps/basic/may,A_LINENO,Demographic-line number,,int
cps/basic/may,A_JOBABS,Labor Force-absence from job,,int
cps/basic/may,AXMARITL,Demographic-marital status (allocation flag),,int
cps/basic/may,HXCPSCHK,Household-interviewer check item (allocation flag),,int
cps/basic/may,AXLKFTPT,Labor Force-full-time/part-time (allocation flag),,int
cps/basic/may,AXSEX,Demographic-sex (allocation flag),,int
cps/basic/may,H_NUMFAM,Household-number of families,,int
cps/basic/may,A_ENRCHK,School Enrollment-interviewer check item,,int
cps/basic/may,A_AVAIL,Labor Force-available job,,int
cps/basic/may,A_NAGPWS,Labor Force-non-agricultural private wage & salary workers,,int
cps/basic/may,H_PRSCNT,Household-number of contacts,,int
cps/basic/may,H_NUMPER,Household-number of persons,,int
cps/basic/may,A_EMPHRS,"Labor Force-reasons, hours",,int
cps/basic/may,HXARACE,Household-race (allocation flag),,int
cps/basic/may,AXUNCOV,Earnings-union/employee assoc. contract (allocation flag),,int
cps/basic/may,A_NLFROT,Labor Force-interviewer check item,,int
cps/basic/may,H_AREASN,Household-reason,,int
cps/basic/may,A_DTCLWK,Indus.&Occ.-detailed class of worker,,int
cps/basic/may,H_INDVCC,Geography-individual central city identifier,,int
cps/basic/may,A_FAMTYP,Demographic-family type,,int
cps/basic/may,H_OCCINT,Household-unit occupancy,,int
cps/basic/may,HXFAMINC,Household-family income (allocation flag),,int
cps/basic/may,H_HHWGT,Household-household weight,,int
cps/basic/may,A_WERNTF,Earnings-weekly earnings top code flag,,int
cps/basic/may,A_WKSLK,"Labor Force-# weeks looking for work, laid off",,int
cps/basic/may,AXWANTJB,Labor Force-want regular job (allocation flag),,int
cps/basic/may,A_FNLWGT,Weight-adults final weight,,int
cps/basic/may,A_WERNTP,Earnings-weekly earnings top code,,int
cps/basic/may,A_USLHRS,Earnings-hrs/week worked,,int
cps/basic/may,AXOVRTIM,Labor Force-overtime worked (allocation flag),,int
cps/basic/may,AXWHYABS,Labor Force-reason for absence (allocation flag),,int
cps/basic/may,A_VET,Demographic-veteran status,,int
cps/basic/may,A_NLFLJ,Labor Force-work for pay,,int
cps/basic/may,A_FMEWGT,Weight-family earnings weight,,int
cps/basic/may,H_TELHHD,Household-telephone in household,,int
cps/basic/may,A_PTREA,Labor Force-reasons,,int
cps/basic/may,H_ARACE,Household-Race for Type A noninterviews,,int
cps/basic/may,H_TELCNT,Household-number of contacts,,int
cps/basic/may,A_IOELIG,Indus.&Occ.-I&O eligibility,,int
cps/basic/may,AXHRS,Labor Force-total hours worked (allocation flag),,int
cps/basic/may,A_PAYABS,Labor Force-paid absences,,int
cps/basic/may,H_HHNUM,Household-household number,,int
cps/basic/may,A_WHYABS,Labor Force-reason for absence,,int
cps/basic/may,A_RCOW,Labor Force-class of worker recode,,int
cps/basic/may,A_WHYNL8,Labor Force-school/training,,int
cps/basic/may,A_WHYNL9,Labor Force-ill health,,int
cps/basic/may,A_WHYNLB,Labor Force-don't know,,int
cps/basic/may,AXGRSWK,Earnings-weekly earnings (allocation flag),,int
cps/basic/may,A_WHYNLA,Labor Force-other,,int
cps/basic/may,A_MJIND,Ind.&Occ.-major industry code,,int
cps/basic/may,A_WHYNL2,Labor Force-couldn't find work,,int
cps/basic/may,A_WHYNL3,Labor Force-lacks schooling,,int
cps/basic/may,A_WHYNL1,Labor Force-no work available,,int
cps/basic/may,A_WHYNL6,Labor Force-child care,,int
cps/basic/may,A_WHYNL7,Labor Force-family responsibilities,,int
cps/basic/may,A_WHYNL4,Labor Force-age,,int
cps/basic/may,A_WHYNL5,Labor Force-personal handicap,,int
cps/basic/may,A_MAJACT,Labor Force-activities last week,,int
cps/basic/may,A_HERNTF,Earnings-hourly earnings top code flag,,int
cps/basic/may,H_MSTIND,Household-master segment tape index,,int
cps/basic/may,HXPRSCNT,Household-number of contacts (allocation flag),,int
